date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:21	34148/34148	---M--	200	added ('OK')	application/font-woff	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.woff	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.woff	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:22	177740/177740	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:22	75712/75712	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.ttf	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Regular/Montserrat-Regular.ttf	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:22	26532/26532	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.woff2	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.woff2	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:24	34444/34444	---M--	200	added ('OK')	application/font-woff	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.woff	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.woff	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:24	75382/75382	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.eot?	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Mediumd41d.eot	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:25	177205/177205	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:25	75148/75148	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.ttf	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Medium/Montserrat-Medium.ttf	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:26	25956/25956	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.woff2	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.woff2	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:27	75678/75678	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.eot?	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBoldd41d.eot	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:27	33800/33800	---M--	200	added ('OK')	application/font-woff	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.woff	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.woff	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:27	75436/75436	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.ttf	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.ttf	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:28	175916/175916	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-SemiBold/Montserrat-SemiBold.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:29	75726/75726	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.eot?	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Boldd41d.eot	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:29	34792/34792	---M--	200	added ('OK')	application/font-woff	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.woff	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.woff	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:29	26744/26744	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.woff2	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.woff2	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:30	176576/176576	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:30	26792/26792	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.woff2	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.woff2	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:30	75532/75532	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.ttf	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-Bold/Montserrat-Bold.ttf	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:31	76330/76330	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.eot?	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBoldd41d.eot	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:31	34912/34912	---M--	200	added ('OK')	application/font-woff	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.woff	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.woff	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:31	524/524	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/img/icons/custom-arrow-right.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/img/icons/custom-arrow-right.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:32	177008/177008	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.svg	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.svg	(from https://mixdesign.club/themeforest/hintio/css/main.css)
10:46:32	76080/76080	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2007%20Jan%202024%2022:32:48%20GMT	https://mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.ttf	C:/Users/ITM-M-PC-060/Desktop/New%20folder%20(2)/coming%20soon/mixdesign.club/themeforest/hintio/fonts/Montserrat-ExtraBold/Montserrat-ExtraBold.ttf	(from https://mixdesign.club/themeforest/hintio/css/main.css)
